DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,996.7,,,,1
2001-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,998.2,,,,1
2001-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1041.5,,,,1
2001-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1051.2,,,,1
2002-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1035.9,,,,1
2002-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1033.7,,,,1
2002-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1027.2,,,,1
2002-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1038,,,,1
2002-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1039.3,,,,1
2002-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1038.7,,,,1
2002-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1022.3,,,,1
2002-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1038.8,,,,1
2002-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1070.5,,,,1
2002-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1073.7,,,,1
2002-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1086.9,,,,1
2002-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1087.8,,,,1
2003-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1081,,,,1
2003-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1098.3,,,,1
2003-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1096.9,,,,1
2003-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1087.3,,,,1
2003-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1104.1,,,,1
2003-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1122.9,,,,1
2003-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1098.1,,,,1
2003-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1113.9,,,,1
2003-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1103.8,,,,1
2003-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1066.8,,,,1
2003-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1081,,,,1
2003-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1093.4,,,,1
2004-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1074.5,,,,1
2004-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1082.7,,,,1
2004-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1071.1,,,,1
2004-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1063.6,,,,1
2004-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1079.2,,,,1
2004-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1069.8,,,,1
2004-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1114.5,,,,1
2004-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1104.9,,,,1
2004-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1087.2,,,,1
2004-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1132.5,,,,1
2004-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1122.8,,,,1
2004-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1127.2,,,,1
2005-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1145.3,,,,1
2005-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1116.5,,,,1
2005-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1146,,,,1
2005-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1105.7,,,,1
2005-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1123.4,,,,1
2005-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1108.5,,,,1
2005-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1091.1,,,,1
2005-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1085.6,,,,1
2005-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1089.2,,,,1
2005-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1099,,,,1
2005-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1097.2,,,,1
2005-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1069.3,,,,1
2006-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1093.2,,,,1
2006-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1084.2,,,,1
2006-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1100,,,,1
2006-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1107.5,,,,1
2006-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1069.2,,,,1
2006-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1098.3,,,,1
2006-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1091.5,,,,1
2006-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1080.7,,,,1
2006-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1110.3,,,,1
2006-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1091.4,,,,1
2006-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1106.7,,,,1
2006-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1147.2,,,,1
2007-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1143.3,,,,1
2007-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1152.8,,,,1
2007-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1126.4,,,,1
2007-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1148.8,,,,1
2007-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1138.8,,,,1
2007-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1073.1,,,,1
2007-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1095.3,,,,1
2007-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1123,,,,1
2007-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1121.1,,,,1
2007-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1145.1,,,,1
2007-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1134.9,,,,1
2007-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1122.4,,,,1
2008-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1136.2,,,,1
2008-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1135.1,,,,1
2008-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1144.6,,,,1
2008-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1140.7,,,,1
2008-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1171.2,,,,1
2008-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1162,,,,1
2008-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1173.1,,,,1
2008-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1141.9,,,,1
2008-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1167.5,,,,1
2008-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1172.7,,,,1
2008-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1178.2,,,,1
2008-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1201.8,,,,1
2009-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1159,,,,1
2009-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1183.9,,,,1
2009-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1204.4,,,,1
2009-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1180.3,,,,1
2009-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1171.9,,,,1
2009-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1215.3,,,,1
2009-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1192.6,,,,1
2009-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1213.5,,,,1
2009-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1174.5,,,,1
2009-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1173.5,,,,1
2009-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1169.3,,,,1
2009-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1132.9,,,,1
2010-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1160.6,,,,1
2010-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1143.5,,,,1
2010-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1175.5,,,,1
2010-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1197,,,,1
2010-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1188.4,,,,1
2010-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1207.3,,,,1
2010-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1242.5,,,,1
2010-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1235.5,,,,1
2010-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1206.5,,,,1
2010-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1174.6,,,,1
2010-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1185.5,,,,1
2010-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1188.7,,,,1
2011-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1203.2,,,,1
2011-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1197.6,,,,1
2011-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1158.5,,,,1
2011-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1189.8,,,,1
2011-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1183.2,,,,1
2011-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1223.8,,,,1
2011-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1176.8,,,,1
2011-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1168.4,,,,1
2011-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1173.7,,,,1
2011-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1214.6,,,,1
2011-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1194.8,,,,1
2011-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1184.3,,,,1
2012-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1182,,,,1
2012-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1192,,,,1
2012-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1166.9,,,,1
2012-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1175,,,,1
2012-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1200.1,,,,1
2012-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1163,,,,1
2012-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1178.3,,,,1
2012-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1158.3,,,,1
2012-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1199.1,,,,1
2012-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1164.9,,,,1
2012-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1195.3,,,,1
2012-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1213.1,,,,1
2013-01-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1220.4,,,,1
2013-02-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1257.2,,,,1
2013-03-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1241,,,,1
2013-04-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1220.1,,,,1
2013-05-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1179.4,,,,1
2013-06-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1204.9,,,,1
2013-07-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1186.7,,,,1
2013-08-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1230.2,,,,1
2013-09-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1190.8,,,,1
2013-10-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1184.1,,,,1
2013-11-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1198.6,,,,1
2013-12-01,Ontario,2016A000235,Part-time employment ,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581345,7.5.1.8.1.1,1204.7,,,,1
